"day","month","year","hour","minute","second","satellites","latitude","longitude","altitude","time_offset","accuracy","voltage","colony_code","bird_id","dttm","deploy_year"
10,5,20,18,40,21,6,42.773921,16.873007,57.5,2.83,2.062488e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-10 18:40:21,2020
10,5,20,19,0,22,7,42.774049,16.87291,52.5,2.745,3.591811e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-10 19:00:22,2020
11,5,20,1,0,2,5,42.836973,16.792383,12.75,2.54,8.63471e-07,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-11 01:00:02,2020
11,5,20,1,20,5,6,42.863485,16.781695,62.75,2.455,2.970791e-06,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-11 01:20:05,2020
11,5,20,2,40,41,5,42.930914,16.586652,-28,2.375,1.91218e-06,4.1,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-11 02:40:41,2020
11,5,20,3,34,13,9,42.984304,16.57927,47.75,2.475,4.369684e-06,4.1,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-11 03:34:13,2020
11,5,20,5,11,5,6,43.070687,16.465618,6.75,2.515,1.011954e-06,4.1,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-11 05:11:05,2020
12,5,20,2,58,11,5,42.875021,16.782618,27.5,1.395,1.51631e-07,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-12 02:58:11,2020
12,5,20,20,11,15,8,42.776706,16.874055,76.5,0.99,2.755249e-06,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-12 20:11:15,2020
12,5,20,22,31,12,5,42.774801,16.876038,-52.75,0.54,9.89657e-07,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-12 22:31:12,2020
12,5,20,23,11,7,5,42.775477,16.875638,75.75,0.33,3.84983e-07,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-12 23:11:07,2020
12,5,20,23,52,5,7,42.816936,16.830734,30,0.31,4.609198e-06,4.1,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-12 23:52:05,2020
13,5,20,0,11,59,6,42.817202,16.829257,47.75,0.405,5.282614e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 00:11:59,2020
13,5,20,0,32,0,5,42.817474,16.827046,29.5,0.53,4.72803e-07,4.1,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 00:32:00,2020
13,5,20,0,51,58,7,42.81783,16.824573,43.75,0.515,5.760997e-06,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 00:51:58,2020
13,5,20,1,12,3,7,42.817958,16.821641,55.25,0.355,5.714785e-06,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 01:12:03,2020
13,5,20,1,35,7,6,42.862608,16.722449,43.5,0.375,4.554515e-06,4.1,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 01:35:07,2020
13,5,20,1,55,8,5,42.970333,16.570822,61,0.435,3.8668e-07,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 01:55:08,2020
13,5,20,2,15,7,7,43.083972,16.513438,59.5,0.345,6.846332e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 02:15:07,2020
13,5,20,2,35,17,5,43.087906,16.509465,38.5,0.36,1.93553e-07,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 02:35:17,2020
13,5,20,2,55,17,6,43.091187,16.505002,31.5,0.365,6.205095e-06,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 02:55:17,2020
13,5,20,3,15,17,6,43.132497,16.495456,43,0.285,3.507059e-06,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 03:15:17,2020
13,5,20,3,35,15,5,43.129541,16.435726,80.25,0.32,9.33687e-07,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 03:35:15,2020
13,5,20,3,55,16,8,43.084303,16.29187,48,0.32,3.384126e-06,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 03:55:16,2020
13,5,20,8,51,36,7,43.166597,16.089758,34.5,-0.13,2.376621e-06,4.12,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 08:51:36,2020
13,5,20,9,11,39,7,43.220977,15.923187,52.25,-0.445,2.149458e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 09:11:39,2020
13,5,20,9,31,35,8,43.345307,15.797771,48,-0.085,2.300324e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 09:31:35,2020
13,5,20,9,51,38,5,43.404682,15.635118,29.5,0.22,4.45996e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 09:51:38,2020
13,5,20,10,11,32,6,43.505128,15.480018,39.25,0.105,3.683431e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 10:11:32,2020
13,5,20,12,33,29,6,44.077132,14.839484,36,-0.18,5.538256e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 12:33:29,2020
13,5,20,14,10,32,6,44.334333,14.520494,35.5,-0.55,3.011956e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 14:10:32,2020
13,5,20,15,9,5,7,44.486923,14.105552,23.75,-0.55,5.374411e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 15:09:05,2020
13,5,20,19,9,56,7,44.655615,13.058602,39,-0.135,1.454552e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 19:09:56,2020
13,5,20,19,29,54,8,44.666893,12.922414,29.25,-0.04,4.457574e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-13 19:29:54,2020
14,5,20,2,33,58,5,44.489938,12.780076,47,-0.43,1.106444e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 02:33:58,2020
14,5,20,2,53,59,7,44.493429,12.776463,46.25,-0.91,2.879869e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 02:53:59,2020
14,5,20,3,14,2,5,44.608852,12.748714,24,-1.035,5.77779e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 03:14:02,2020
14,5,20,6,17,53,6,44.777131,12.922359,29.5,-1.13,3.096675e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 06:17:53,2020
14,5,20,7,24,50,6,44.895524,13.046185,28.75,-1.07,5.017724e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 07:24:50,2020
14,5,20,7,44,55,5,44.927246,13.122143,7.5,-0.765,1.78079e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 07:44:55,2020
14,5,20,8,14,24,6,45.062908,13.15622,48.25,-0.755,4.86811e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 08:14:24,2020
14,5,20,14,43,29,7,45.204556,13.148052,37.75,-1.25,2.737144e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 14:43:29,2020
14,5,20,15,3,30,6,45.129868,13.068923,58.25,-1.725,3.568237e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 15:03:30,2020
14,5,20,15,23,31,6,45.052579,12.904141,12,-1.535,6.361854e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 15:23:31,2020
14,5,20,16,28,42,7,45.034642,13.146581,20.5,-1.31,4.941191e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 16:28:42,2020
14,5,20,16,48,42,6,45.146482,13.147278,35.5,-1.365,1.843809e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 16:48:42,2020
14,5,20,17,8,44,6,45.257157,13.179205,26.25,-1.435,2.195479e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 17:08:44,2020
14,5,20,17,28,42,6,45.354657,13.120332,50.5,-1.395,3.340119e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 17:28:42,2020
14,5,20,21,39,37,6,45.477061,13.340469,116,-1.365,4.855625e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 21:39:37,2020
14,5,20,21,59,37,6,45.477904,13.34004,44.75,-1.57,1.679483e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 21:59:37,2020
14,5,20,22,19,37,5,45.486032,13.342474,-39.5,-1.72,4.40412e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 22:19:37,2020
14,5,20,22,39,37,6,45.486927,13.341788,41.25,-1.615,1.780608e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 22:39:37,2020
14,5,20,22,59,39,6,45.487528,13.340935,74.25,-1.59,6.49963e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 22:59:39,2020
14,5,20,23,19,41,6,45.494482,13.347538,35.75,-1.665,1.920158e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 23:19:41,2020
14,5,20,23,39,37,5,45.498671,13.349876,26.75,-1.625,4.37265e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 23:39:37,2020
14,5,20,23,59,37,5,45.499255,13.349179,28.25,-1.66,2.52557e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-14 23:59:37,2020
15,5,20,0,19,42,4,45.49919,13.348966,28,-1.72,1.41729e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-15 00:19:42,2020
15,5,20,0,39,35,5,45.500184,13.347672,51.5,-1.69,3.83284e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-15 00:39:35,2020
15,5,20,0,59,35,7,45.499556,13.347743,43.25,-1.75,3.511405e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-15 00:59:35,2020
15,5,20,1,19,37,5,45.499903,13.347388,90.5,-1.825,8.47697e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-15 01:19:37,2020
15,5,20,1,39,36,5,45.499884,13.346889,118.75,-1.79,2.69511e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-15 01:39:36,2020
15,5,20,1,59,34,5,45.496721,13.338875,112.5,-2.305,2.731755e-06,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-15 01:59:34,2020
15,5,20,2,39,35,4,45.510278,13.355432,103,-1.795,4.40468e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-15 02:39:35,2020
15,5,20,2,59,34,5,45.511479,13.355477,50.5,-1.595,3.147e-07,4.16,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-15 02:59:34,2020
15,5,20,3,19,34,6,45.513058,13.355564,39.75,-1.765,1.444861e-06,4.14,"Z","20_Tag17677_Z-170 (2nd Parent)",2020-05-15 03:19:34,2020
